จังหวัด, อำเภอ, ตำบล, PM2.5, PM2.5 เฉลี่ย24ชั่วโมงต่อเนื่อง, เวลา
กรุงเทพมหานคร,บางรัก,สุริยวงศ์,18.650979614257814,20.744363325789582,2026-01-17 02:00:00
กรุงเทพมหานคร,บึงกุ่ม,คลองกุ่ม,20.460269325657894,19.453761026733677,2026-01-17 02:00:00
กรุงเทพมหานคร,วังทองหลาง,สะพานสอง,20.381136213030135,20.41211581499005,2026-01-17 02:00:00
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดโสมนัส,18.934871673583984,20.40951092952888,2026-01-17 02:00:00
กรุงเทพมหานคร,ลาดกระบัง,คลองสองต้นนุ่น,20.106983947753907,19.451359152170923,2026-01-17 02:00:00
กรุงเทพมหานคร,บางพลัด,บางบำหรุ,19.737413194444443,19.45468226591917,2026-01-17 02:00:00
กรุงเทพมหานคร,ตลิ่งชัน,คลองชักพระ,19.467456817626953,18.81354037014666,2026-01-17 02:00:00
กรุงเทพมหานคร,ภาษีเจริญ,คลองขวาง,19.856244405110676,19.373890241721185,2026-01-17 02:00:00
กรุงเทพมหานคร,พระนคร,วัดราชบพิธ,18.694869995117188,37.124327193703586,2026-01-17 02:00:00
กรุงเทพมหานคร,สายไหม,คลองถนน,22.536058698381698,20.535158113305908,2026-01-17 02:00:00
กรุงเทพมหานคร,ดินแดง,รัชดาภิเษก,19.91022644042969,19.387955394125697,2026-01-17 02:00:00
กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว,20.824613131009617,19.603384066720547,2026-01-17 02:00:00
กรุงเทพมหานคร,สาทร,ทุ่งวัดดอน,18.726006825764973,19.56012373830846,2026-01-17 02:00:00
กรุงเทพมหานคร,บางแค,บางแค,19.675479595477764,19.642680675541776,2026-01-17 02:00:00
กรุงเทพมหานคร,ดอนเมือง,สนามบิน,23.342568359375,19.76748903608242,2026-01-17 02:00:00
กรุงเทพมหานคร,ตลิ่งชัน,ตลิ่งชัน,20.55891535832332,18.88760543675323,2026-01-17 02:00:00
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,คลองมหานาค,18.824674606323242,20.89728309738526,2026-01-17 02:00:00
กรุงเทพมหานคร,สะพานสูง,สะพานสูง,19.90147501627604,20.78977145442603,2026-01-17 02:00:00
กรุงเทพมหานคร,ดุสิต,สวนจิตรลดา,19.098317464192707,25.006887945588307,2026-01-17 02:00:00
กรุงเทพมหานคร,บางนา,บางนาเหนือ,18.86406135559082,21.14209894531248,2026-01-17 02:00:00
กรุงเทพมหานคร,หนองจอก,โคกแฝด,23.63677781628024,21.443376398006787,2026-01-17 02:00:00
กรุงเทพมหานคร,วัฒนา,คลองเตยเหนือ,18.837001255580358,19.622455981058035,2026-01-17 02:00:00
กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง,21.73502197265625,19.948072767050746,2026-01-17 02:00:00
กรุงเทพมหานคร,ลาดพร้าว,จรเข้บัว,21.006103515625,19.51206873611736,2026-01-17 02:00:00
กรุงเทพมหานคร,ลาดกระบัง,ลำปลาทิว,21.608034880264945,19.650151006126325,2026-01-17 02:00:00
กรุงเทพมหานคร,บางบอน,บางบอนเหนือ,19.920271555582683,20.952307607620636,2026-01-17 02:00:00
กรุงเทพมหานคร,พระนคร,พระบรมมหาราชวัง,18.785911560058594,39.212778578363974,2026-01-17 02:00:00
กรุงเทพมหานคร,พระนคร,สำราญราษฎร์,18.722145080566406,36.17761569586694,2026-01-17 02:00:00
กรุงเทพมหานคร,ธนบุรี,บางยี่เรือ,18.4903564453125,19.61494476816076,2026-01-17 02:00:00
กรุงเทพมหานคร,สายไหม,สายไหม,23.55107938326322,20.236563151249264,2026-01-17 02:00:00
กรุงเทพมหานคร,คลองสาน,สมเด็จเจ้าพระยา,18.547576904296875,19.256071080595742,2026-01-17 02:00:00
กรุงเทพมหานคร,บางคอแหลม,บางคอแหลม,18.55216326032366,19.824353692147394,2026-01-17 02:00:00
กรุงเทพมหานคร,ปทุมวัน,วังใหม่,18.790813446044922,21.014092742231497,2026-01-17 02:00:00
กรุงเทพมหานคร,บางกะปิ,คลองจั่น,20.332860532014266,21.023031902472518,2026-01-17 02:00:00
กรุงเทพมหานคร,หนองจอก,คู้ฝั่งเหนือ,24.012723482572117,21.023601608930203,2026-01-17 02:00:00
กรุงเทพมหานคร,ราชเทวี,ทุ่งพญาไท,19.086438860212052,19.697752544016264,2026-01-17 02:00:00
กรุงเทพมหานคร,บึงกุ่ม,นวมินทร์,20.71984169699929,19.52880473391659,2026-01-17 02:00:00
กรุงเทพมหานคร,จอมทอง,จอมทอง,18.584879948542667,19.3177694342123,2026-01-17 02:00:00
กรุงเทพมหานคร,สัมพันธวงศ์,สัมพันธวงศ์,18.62481117248535,19.60451448353862,2026-01-17 02:00:00
กรุงเทพมหานคร,หนองจอก,ลำต้อยติ่ง,23.570836776342148,20.74988042707742,2026-01-17 02:00:00
กรุงเทพมหานคร,คลองสามวา,บางชัน,21.69324151400862,20.812293990565014,2026-01-17 02:00:00
กรุงเทพมหานคร,บางซื่อ,วงศ์สว่าง,20.47943115234375,19.630038060189037,2026-01-17 02:00:00
กรุงเทพมหานคร,คลองสามวา,สามวาตะวันตก,22.75711466471354,20.661919622718703,2026-01-17 02:00:00
กรุงเทพมหานคร,บางบอน,คลองบางพราน,19.319146292550222,20.649830341056838,2026-01-17 02:00:00
กรุงเทพมหานคร,จตุจักร,จตุจักร,20.403560862821692,19.91651947713459,2026-01-17 02:00:00
กรุงเทพมหานคร,บางคอแหลม,บางโคล่,18.676492544320915,19.72185272558731,2026-01-17 02:00:00
กรุงเทพมหานคร,สวนหลวง,พัฒนาการ,19.168772379557293,19.507731938519065,2026-01-17 02:00:00
กรุงเทพมหานคร,บางกอกน้อย,ศิริราช,18.880934143066405,19.12199889032228,2026-01-17 02:00:00
กรุงเทพมหานคร,สะพานสูง,ทับช้าง,19.52716573079427,20.499429704993073,2026-01-17 02:00:00
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,ป้อมปราบ,18.64935557047526,20.94662058228297,2026-01-17 02:00:00
กรุงเทพมหานคร,พระโขนง,พระโขนงใต้,18.926944732666016,19.900231635052133,2026-01-17 02:00:00
กรุงเทพมหานคร,จตุจักร,จอมพล,20.39661476828835,19.846102858338632,2026-01-17 02:00:00
กรุงเทพมหานคร,ปทุมวัน,ปทุมวัน,18.762372334798176,20.990678751060283,2026-01-17 02:00:00
กรุงเทพมหานคร,บางรัก,สี่พระยา,18.638320922851562,20.732840079024445,2026-01-17 02:00:00
กรุงเทพมหานคร,บางแค,บางไผ่,20.682286580403645,19.77764261071411,2026-01-17 02:00:00
กรุงเทพมหานคร,จตุจักร,ลาดยาว,20.760114669799805,19.687864482067994,2026-01-17 02:00:00
กรุงเทพมหานคร,มีนบุรี,มีนบุรี,21.395395914713543,19.806840722486857,2026-01-17 02:00:00
กรุงเทพมหานคร,ธนบุรี,วัดกัลยาณ์,18.539222717285156,19.63367688724898,2026-01-17 02:00:00
กรุงเทพมหานคร,บางรัก,มหาพฤฒาราม,18.628841400146484,20.748604039968725,2026-01-17 02:00:00
กรุงเทพมหานคร,พระนคร,วัดสามพระยา,19.13903045654297,28.28797332370586,2026-01-17 02:00:00
กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,19.14228195440574,19.251053553292447,2026-01-17 02:00:00
กรุงเทพมหานคร,หนองจอก,ลำผักชี,23.221894697709516,20.550508543065604,2026-01-17 02:00:00
กรุงเทพมหานคร,สวนหลวง,สวนหลวง,19.058561325073242,19.596971998176468,2026-01-17 02:00:00
กรุงเทพมหานคร,ห้วยขวาง,สามเสนนอก,19.88702138264974,19.321046374073116,2026-01-17 02:00:00
กรุงเทพมหานคร,จอมทอง,บางขุนเทียน,18.85044626089243,19.429840462014614,2026-01-17 02:00:00
กรุงเทพมหานคร,ตลิ่งชัน,ฉิมพลี,20.79840087890625,18.973562010239558,2026-01-17 02:00:00
กรุงเทพมหานคร,หลักสี่,ตลาดบางเขน,21.49121311732701,20.049433258394654,2026-01-17 02:00:00
กรุงเทพมหานคร,ธนบุรี,บุคคโล,18.494848887125652,19.60443458842918,2026-01-17 02:00:00
กรุงเทพมหานคร,ลาดกระบัง,ขุมทอง,22.077984434185606,19.91880777094035,2026-01-17 02:00:00
กรุงเทพมหานคร,ตลิ่งชัน,บางระมาด,20.33321019222862,19.09813383019032,2026-01-17 02:00:00
กรุงเทพมหานคร,พญาไท,พญาไท,19.60262891981337,19.64297478797869,2026-01-17 02:00:00
กรุงเทพมหานคร,มีนบุรี,แสนแสบ,22.28792490857713,19.734974115237065,2026-01-17 02:00:00
กรุงเทพมหานคร,ลาดกระบัง,คลองสามประเวศ,20.4560693359375,19.52749364949555,2026-01-17 02:00:00
กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง,19.952337646484374,20.358170091955966,2026-01-17 02:00:00
กรุงเทพมหานคร,ยานนาวา,บางโพงพาง,18.735443115234375,19.8026580139184,2026-01-17 02:00:00
กรุงเทพมหานคร,วัฒนา,พระโขนงเหนือ,18.891358947753908,19.60988733240183,2026-01-17 02:00:00
กรุงเทพมหานคร,สัมพันธวงศ์,ตลาดน้อย,18.618672688802082,19.570590274791602,2026-01-17 02:00:00
กรุงเทพมหานคร,พระนคร,เสาชิงช้า,18.775800704956055,34.29675974703023,2026-01-17 02:00:00
กรุงเทพมหานคร,คลองสาน,บางลำภูล่าง,18.570813860212052,19.049431106147733,2026-01-17 02:00:00
กรุงเทพมหานคร,ประเวศ,ดอกไม้,18.821498704993207,19.721345090200447,2026-01-17 02:00:00
กรุงเทพมหานคร,หนองจอก,คลองสิบสอง,25.469144780585108,21.89096593045561,2026-01-17 02:00:00
กรุงเทพมหานคร,ลาดกระบัง,ทับยาว,21.632222989710368,19.774369480103513,2026-01-17 02:00:00
กรุงเทพมหานคร,สะพานสูง,ราษฎร์พัฒนา,20.483780924479166,20.644073443946066,2026-01-17 02:00:00
กรุงเทพมหานคร,คลองสาน,คลองต้นไทร,18.581372942243302,18.92231235416994,2026-01-17 02:00:00
กรุงเทพมหานคร,บางกอกใหญ่,วัดท่าพระ,18.615381876627605,19.535514119902007,2026-01-17 02:00:00
กรุงเทพมหานคร,ยานนาวา,ช่องนนทรี,18.781353759765626,19.924767472478436,2026-01-17 02:00:00
กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ,18.598060607910156,19.50840957832158,2026-01-17 02:00:00
กรุงเทพมหานคร,บางคอแหลม,วัดพระยาไกร,18.633045196533203,19.90612331446572,2026-01-17 02:00:00
กรุงเทพมหานคร,คลองสามวา,สามวาตะวันออก,23.7464599609375,20.77610114127339,2026-01-17 02:00:00
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์,18.747093200683594,20.937869110445607,2026-01-17 02:00:00
กรุงเทพมหานคร,ภาษีเจริญ,บางหว้า,19.12648245004507,19.276621023745168,2026-01-17 02:00:00
กรุงเทพมหานคร,หนองจอก,หนองจอก,24.815858353015987,22.60364234164516,2026-01-17 02:00:00
กรุงเทพมหานคร,วังทองหลาง,คลองเจ้าคุณสิงห์,20.381522284613716,20.468380974879555,2026-01-17 02:00:00
กรุงเทพมหานคร,ประเวศ,หนองบอน,18.888439360119047,19.763283331369713,2026-01-17 02:00:00
กรุงเทพมหานคร,หนองแขม,หนองค้างพลู,21.136515741762906,19.507274297167495,2026-01-17 02:00:00
กรุงเทพมหานคร,ราชเทวี,มักกะสัน,18.949264526367188,19.486962792250555,2026-01-17 02:00:00
กรุงเทพมหานคร,ราชเทวี,ถนนพญาไท,19.031158447265625,19.619937806060538,2026-01-17 02:00:00
กรุงเทพมหานคร,ภาษีเจริญ,คูหาสวรรค์,18.882553100585938,19.31687254449286,2026-01-17 02:00:00
กรุงเทพมหานคร,ภาษีเจริญ,บางแวก,19.26977793375651,19.356986036938373,2026-01-17 02:00:00
กรุงเทพมหานคร,พระนคร,บางขุนพรหม,19.09925715128581,29.445509314534856,2026-01-17 02:00:00
กรุงเทพมหานคร,ห้วยขวาง,ห้วยขวาง,19.450543490323152,19.454478602219073,2026-01-17 02:00:00
กรุงเทพมหานคร,บางบอน,บางบอนใต้,19.621917724609375,20.788592538510063,2026-01-17 02:00:00
กรุงเทพมหานคร,หนองแขม,หนองแขม,20.51463419596354,19.39883326497897,2026-01-17 02:00:00
กรุงเทพมหานคร,บางกอกใหญ่,วัดอรุณ,18.590185165405273,19.54849590557027,2026-01-17 02:00:00
กรุงเทพมหานคร,บางพลัด,บางอ้อ,20.062210083007812,19.498890086105085,2026-01-17 02:00:00
กรุงเทพมหานคร,ประเวศ,ประเวศ,19.19300651550293,19.746642138403676,2026-01-17 02:00:00
กรุงเทพมหานคร,บางเขน,ท่าแร้ง,21.640416762408087,20.964078714004803,2026-01-17 02:00:00
กรุงเทพมหานคร,ปทุมวัน,รองเมือง,18.73628870646159,21.02860178433558,2026-01-17 02:00:00
กรุงเทพมหานคร,จอมทอง,บางค้อ,18.591333389282227,19.32990219123384,2026-01-17 02:00:00
กรุงเทพมหานคร,บางแค,หลักสอง,19.97418855365954,19.82824165872629,2026-01-17 02:00:00
กรุงเทพมหานคร,บางกอกน้อย,อรุณอมรินทร์,19.450958251953125,19.214680516485746,2026-01-17 02:00:00
กรุงเทพมหานคร,ภาษีเจริญ,บางด้วน,19.37228054470486,19.312962443671566,2026-01-17 02:00:00
กรุงเทพมหานคร,วังทองหลาง,พลับพลา,19.71379910982572,20.503259200287605,2026-01-17 02:00:00
กรุงเทพมหานคร,ธนบุรี,ดาวคะนอง,18.512863159179688,19.585135160760924,2026-01-17 02:00:00
กรุงเทพมหานคร,คันนายาว,คันนายาว,21.02257607199929,20.636459891752455,2026-01-17 02:00:00
กรุงเทพมหานคร,บางกะปิ,หัวหมาก,19.43285369873047,21.043725469536593,2026-01-17 02:00:00
กรุงเทพมหานคร,พระนคร,ชนะสงคราม,18.917984008789062,31.48132484611064,2026-01-17 02:00:00
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,บ้านบาตร,18.722145080566406,20.65455204117188,2026-01-17 02:00:00
กรุงเทพมหานคร,บางซื่อ,บางซื่อ,20.30644812950721,19.57366519759326,2026-01-17 02:00:00
กรุงเทพมหานคร,ราชเทวี,ถนนเพชรบุรี,18.87672170003255,19.547269052330606,2026-01-17 02:00:00
กรุงเทพมหานคร,บางกอกน้อย,บ้านช่างหล่อ,18.918792724609375,19.093505715522117,2026-01-17 02:00:00
กรุงเทพมหานคร,ทวีวัฒนา,ทวีวัฒนา,21.638258411038308,21.165627695815058,2026-01-17 02:00:00
กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,18.849380493164062,19.615768118088894,2026-01-17 02:00:00
กรุงเทพมหานคร,ดอนเมือง,ดอนเมือง,22.99861546566612,19.648191652456116,2026-01-17 02:00:00
กรุงเทพมหานคร,คลองเตย,คลองเตย,18.805307388305664,19.66897414458786,2026-01-17 02:00:00
กรุงเทพมหานคร,สายไหม,ออเงิน,22.64943903142756,20.381590928410525,2026-01-17 02:00:00
กรุงเทพมหานคร,บางรัก,บางรัก,18.611465454101562,20.738568403278798,2026-01-17 02:00:00
กรุงเทพมหานคร,หนองจอก,คลองสิบ,24.715245102391098,22.228610075917626,2026-01-17 02:00:00
กรุงเทพมหานคร,ธนบุรี,หิรัญรูจี,18.477386474609375,19.621569731709208,2026-01-17 02:00:00
กรุงเทพมหานคร,พระนคร,วังบูรพาภิรมย์,18.659474690755207,38.164530094686874,2026-01-17 02:00:00
กรุงเทพมหานคร,สวนหลวง,อ่อนนุช,19.059961954752605,19.561544311273256,2026-01-17 02:00:00
กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก,18.489050728934153,19.504562819433705,2026-01-17 02:00:00
กรุงเทพมหานคร,บางกอกน้อย,บางขุนศรี,19.337007522583008,19.17465544120905,2026-01-17 02:00:00
กรุงเทพมหานคร,บางนา,บางนาใต้,18.78551715353261,21.105017176898098,2026-01-17 02:00:00
กรุงเทพมหานคร,จตุจักร,จันทรเกษม,20.62077178955078,19.823587426539564,2026-01-17 02:00:00
กรุงเทพมหานคร,บางรัก,สีลม,18.6642583211263,20.74732855355244,2026-01-17 02:00:00
กรุงเทพมหานคร,คลองสามวา,ทรายกองดินใต้,23.03658492476852,21.14323634498594,2026-01-17 02:00:00
กรุงเทพมหานคร,ทุ่งครุ,บางมด,18.514849211040296,21.15116885099998,2026-01-17 02:00:00
กรุงเทพมหานคร,คลองสามวา,ทรายกองดิน,22.592413330078124,20.968253692103097,2026-01-17 02:00:00
กรุงเทพมหานคร,ดุสิต,สี่แยกมหานาค,18.957128524780273,24.29399485692966,2026-01-17 02:00:00
กรุงเทพมหานคร,สาทร,ทุ่งมหาเมฆ,18.742567274305557,19.525158273630698,2026-01-17 02:00:00
กรุงเทพมหานคร,คลองเตย,คลองตัน,18.759811401367188,19.628240736542974,2026-01-17 02:00:00
กรุงเทพมหานคร,บึงกุ่ม,นวลจันทร์,20.989851888020834,19.585582100675875,2026-01-17 02:00:00
กรุงเทพมหานคร,ธนบุรี,ตลาดพลู,18.570770263671875,19.593855240818705,2026-01-17 02:00:00
กรุงเทพมหานคร,พระโขนง,บางจาก,19.034742082868302,20.17282330371543,2026-01-17 02:00:00
กรุงเทพมหานคร,บางเขน,อนุสาวรีย์,21.666070120675222,20.848518355358934,2026-01-17 02:00:00
กรุงเทพมหานคร,ภาษีเจริญ,บางจาก,18.992355346679688,19.329719534558,2026-01-17 02:00:00
กรุงเทพมหานคร,ดินแดง,ดินแดง,19.343619713416466,19.390537689861375,2026-01-17 02:00:00
กรุงเทพมหานคร,ดอนเมือง,สีกัน,23.980533175998264,19.536018013449496,2026-01-17 02:00:00
กรุงเทพมหานคร,บางพลัด,บางยี่ขัน,19.324466705322266,19.431770626478546,2026-01-17 02:00:00
กรุงเทพมหานคร,จอมทอง,บางมด,18.515450613839285,19.321129015736933,2026-01-17 02:00:00
กรุงเทพมหานคร,ภาษีเจริญ,ปากคลองภาษีเจริญ,18.71356201171875,19.35872538957885,2026-01-17 02:00:00
กรุงเทพมหานคร,บางพลัด,บางพลัด,19.828016493055557,19.519586139243227,2026-01-17 02:00:00
กรุงเทพมหานคร,คันนายาว,รามอินทรา,20.87833305027174,20.734913326603806,2026-01-17 02:00:00
กรุงเทพมหานคร,พระนคร,ศาลเจ้าพ่อเสือ,18.75054359436035,35.192639430701405,2026-01-17 02:00:00
กรุงเทพมหานคร,พระนคร,ตลาดยอด,18.866968154907227,32.436278993449505,2026-01-17 02:00:00
กรุงเทพมหานคร,สาทร,ยานนาวา,18.665509905133927,19.52739672385766,2026-01-17 02:00:00
กรุงเทพมหานคร,ดุสิต,ถนนนครไชยศรี,19.798738919771633,23.632101358922522,2026-01-17 02:00:00
กรุงเทพมหานคร,ปทุมวัน,ลุมพินี,18.76795820756392,20.96532732785453,2026-01-17 02:00:00
กรุงเทพมหานคร,หนองจอก,กระทุ่มราย,24.5476904296875,23.119417708731408,2026-01-17 02:00:00
กรุงเทพมหานคร,บางบอน,คลองบางบอน,19.27746327718099,20.51405553184014,2026-01-17 02:00:00
กรุงเทพมหานคร,ตลิ่งชัน,บางเชือกหนัง,19.972201538085937,19.15453086557715,2026-01-17 02:00:00
กรุงเทพมหานคร,คลองสาน,คลองสาน,18.53393096923828,19.175981981983274,2026-01-17 02:00:00
กรุงเทพมหานคร,ดุสิต,ดุสิต,19.324308122907365,27.224580988343433,2026-01-17 02:00:00
กรุงเทพมหานคร,สัมพันธวงศ์,จักรวรรดิ,18.593021392822266,19.675683206852323,2026-01-17 02:00:00
กรุงเทพมหานคร,ทุ่งครุ,ทุ่งครุ,18.533293693296372,21.01776350602665,2026-01-17 02:00:00
กรุงเทพมหานคร,พระนคร,บวรนิเวศ,18.88979148864746,33.383911067805585,2026-01-17 02:00:00
กรุงเทพมหานคร,ห้วยขวาง,บางกะปิ,19.077518463134766,19.32071166699231,2026-01-17 02:00:00
กรุงเทพมหานคร,พญาไท,สามเสนใน,19.66170154918324,19.609149143238337,2026-01-17 02:00:00
กรุงเทพมหานคร,คลองเตย,พระโขนง,18.859075372869317,19.6088494310241,2026-01-17 02:00:00
กรุงเทพมหานคร,บางแค,บางแคเหนือ,20.18360595703125,19.699435144376697,2026-01-17 02:00:00
กรุงเทพมหานคร,ทวีวัฒนา,ศาลาธรรมสพน์,21.794613647460938,21.21197465694245,2026-01-17 02:00:00
กรุงเทพมหานคร,ดุสิต,วชิรพยาบาล,19.376392364501953,26.129681779003022,2026-01-17 02:00:00
กรุงเทพมหานคร,บางขุนเทียน,ท่าข้าม,18.796290079752605,19.227240566178537,2026-01-17 02:00:00
กรุงเทพมหานคร,ตลิ่งชัน,บางพรม,19.874346051897323,19.02695053770102,2026-01-17 02:00:00
กรุงเทพมหานคร,จตุจักร,เสนานิคม,20.898712158203125,19.76729601588147,2026-01-17 02:00:00
กรุงเทพมหานคร,พระนคร,บ้านพานถม,18.936208089192707,30.585120378598038,2026-01-17 02:00:00
กรุงเทพมหานคร,บางกอกน้อย,บางขุนนนท์,19.62719508579799,19.138837897543485,2026-01-17 02:00:00
กรุงเทพมหานคร,ธนบุรี,สำเหร่,18.500086466471355,19.567019110464564,2026-01-17 02:00:00
กรุงเทพมหานคร,ลาดกระบัง,ลาดกระบัง,19.878988412710335,19.595686353362098,2026-01-17 02:00:00
กรุงเทพมหานคร,วัฒนา,พระโขนงเหนือ,19.141326904296875,19.625060888085773,2026-01-17 03:00:00
กรุงเทพมหานคร,ธนบุรี,บางยี่เรือ,20.185418701171876,19.572716153242517,2026-01-17 03:00:00
กรุงเทพมหานคร,พระโขนง,บางจาก,19.020525251116073,20.033404631014168,2026-01-17 03:00:00
กรุงเทพมหานคร,บึงกุ่ม,นวมินทร์,19.25376337224787,20.222191113902728,2026-01-17 03:00:00
กรุงเทพมหานคร,บางกะปิ,หัวหมาก,18.458786010742188,20.442983669874536,2026-01-17 03:00:00
กรุงเทพมหานคร,บางรัก,สีลม,19.811016082763672,20.54010738914479,2026-01-17 03:00:00
กรุงเทพมหานคร,บางบอน,คลองบางพราน,20.838721139090403,20.208189239536924,2026-01-17 03:00:00
กรุงเทพมหานคร,คลองเตย,คลองเตย,19.488510131835938,19.57793165985431,2026-01-17 03:00:00
กรุงเทพมหานคร,ลาดกระบัง,ลำปลาทิว,19.381050441576086,19.468093410565466,2026-01-17 03:00:00
กรุงเทพมหานคร,ภาษีเจริญ,บางจาก,20.261219024658203,20.21880935253858,2026-01-17 03:00:00
กรุงเทพมหานคร,ตลิ่งชัน,บางระมาด,21.109514738384046,20.127089469232576,2026-01-17 03:00:00
กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ,20.57849375406901,20.519044507078235,2026-01-17 03:00:00
กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,20.360979924436474,20.212137932009224,2026-01-17 03:00:00
กรุงเทพมหานคร,ตลิ่งชัน,ตลิ่งชัน,20.762432391826923,19.99398067274082,2026-01-17 03:00:00
กรุงเทพมหานคร,ภาษีเจริญ,บางด้วน,20.67956034342448,20.49976320981619,2026-01-17 03:00:00
กรุงเทพมหานคร,หนองจอก,คู้ฝั่งเหนือ,22.045081505408653,20.517125607640974,2026-01-17 03:00:00
กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว,19.68567598783053,19.679273875727052,2026-01-17 03:00:00
กรุงเทพมหานคร,ธนบุรี,ดาวคะนอง,20.38286844889323,19.629372699305414,2026-01-17 03:00:00
กรุงเทพมหานคร,บางแค,บางไผ่,21.70679219563802,19.98670405260449,2026-01-17 03:00:00
กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง,19.470709228515624,19.899286115004383,2026-01-17 03:00:00
กรุงเทพมหานคร,คลองสามวา,สามวาตะวันออก,22.314715691332548,20.079509504791115,2026-01-17 03:00:00
กรุงเทพมหานคร,สวนหลวง,พัฒนาการ,18.37171630859375,19.421626332662896,2026-01-17 03:00:00
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,ป้อมปราบ,19.82638676961263,20.383402919938963,2026-01-17 03:00:00
กรุงเทพมหานคร,ปทุมวัน,วังใหม่,19.591861724853516,20.418259027438825,2026-01-17 03:00:00
กรุงเทพมหานคร,บางกอกน้อย,อรุณอมรินทร์,20.158209664481028,20.21808368532216,2026-01-17 03:00:00
กรุงเทพมหานคร,บางคอแหลม,วัดพระยาไกร,20.365426381429035,19.995111818373697,2026-01-17 03:00:00
กรุงเทพมหานคร,จอมทอง,บางค้อ,20.295822143554688,19.50780071202499,2026-01-17 03:00:00
กรุงเทพมหานคร,พระนคร,พระบรมมหาราชวัง,19.95098876953125,20.461123864785336,2026-01-17 03:00:00
กรุงเทพมหานคร,จตุจักร,จันทรเกษม,19.786767578125,20.050742717235888,2026-01-17 03:00:00
กรุงเทพมหานคร,ดุสิต,สี่แยกมหานาค,19.762142181396484,19.833810810390375,2026-01-17 03:00:00
กรุงเทพมหานคร,สายไหม,คลองถนน,20.644724527994793,20.396392176731137,2026-01-17 03:00:00
กรุงเทพมหานคร,ภาษีเจริญ,บางแวก,20.403549194335938,20.23680129271904,2026-01-17 03:00:00
กรุงเทพมหานคร,สะพานสูง,ทับช้าง,18.118967692057293,19.98308367156363,2026-01-17 03:00:00
กรุงเทพมหานคร,หนองจอก,คลองสิบ,22.711592240767047,20.173547854739585,2026-01-17 03:00:00
กรุงเทพมหานคร,หนองจอก,คลองสิบสอง,23.1308282081117,20.319752458218847,2026-01-17 03:00:00
กรุงเทพมหานคร,ธนบุรี,สำเหร่,20.287940979003906,19.649155321960645,2026-01-17 03:00:00
กรุงเทพมหานคร,หนองแขม,หนองแขม,21.204195149739583,20.420423978087715,2026-01-17 03:00:00
กรุงเทพมหานคร,บางบอน,บางบอนใต้,20.666828155517578,20.217621268435355,2026-01-17 03:00:00
กรุงเทพมหานคร,พญาไท,พญาไท,19.703621758355034,19.51383790629936,2026-01-17 03:00:00
กรุงเทพมหานคร,ภาษีเจริญ,คลองขวาง,21.03332773844401,20.277757401377446,2026-01-17 03:00:00
กรุงเทพมหานคร,ทุ่งครุ,บางมด,20.64434171977796,20.2098568690799,2026-01-17 03:00:00
กรุงเทพมหานคร,วังทองหลาง,พลับพลา,19.1212885929988,19.88287050725467,2026-01-17 03:00:00
กรุงเทพมหานคร,บางรัก,สุริยวงศ์,19.763348388671876,20.536386263224177,2026-01-17 03:00:00
กรุงเทพมหานคร,ตลิ่งชัน,คลองชักพระ,20.218713760375977,19.958662105741954,2026-01-17 03:00:00
กรุงเทพมหานคร,หนองจอก,โคกแฝด,21.288483650453628,20.401808181464826,2026-01-17 03:00:00
กรุงเทพมหานคร,บึงกุ่ม,คลองกุ่ม,18.954981753700658,20.253083653649558,2026-01-17 03:00:00
กรุงเทพมหานคร,บางเขน,อนุสาวรีย์,19.98958478655134,20.538205446937088,2026-01-17 03:00:00
กรุงเทพมหานคร,ธนบุรี,ตลาดพลู,20.162813186645508,19.60728048938347,2026-01-17 03:00:00
กรุงเทพมหานคร,พระนคร,ศาลเจ้าพ่อเสือ,19.90322494506836,20.447289022739238,2026-01-17 03:00:00
กรุงเทพมหานคร,จตุจักร,จตุจักร,19.768001780790442,19.984440149791208,2026-01-17 03:00:00
กรุงเทพมหานคร,พระนคร,วัดราชบพิธ,19.88174057006836,20.43577331529939,2026-01-17 03:00:00
กรุงเทพมหานคร,ทุ่งครุ,ทุ่งครุ,20.48907273815524,20.230497096695093,2026-01-17 03:00:00
กรุงเทพมหานคร,พระนคร,บ้านพานถม,19.893728892008465,20.13756629670372,2026-01-17 03:00:00
