จังหวัด, PM2.5, PM2.5 เฉลี่ย24ชั่วโมงต่อเนื่อง, เวลา
บึงกาฬ,41.329049401098075,39.196402106583754,2026-01-17 02:00:00
นครพนม,70.66208771141102,43.57341479100779,2026-01-17 02:00:00
ร้อยเอ็ด,82.25829013076462,54.754624332119995,2026-01-17 02:00:00
นครศรีธรรมราช,17.136256369017673,18.2145248034192,2026-01-17 02:00:00
ขอนแก่น,73.03712738560876,54.56241544652756,2026-01-17 02:00:00
นครปฐม,37.1036615992311,52.77272409809527,2026-01-17 02:00:00
อุบลราชธานี,68.7828857309975,49.5063992883039,2026-01-17 02:00:00
ศรีสะเกษ,63.80079570630678,50.62845978586058,2026-01-17 02:00:00
สุรินทร์,64.26739735542576,56.17720862688906,2026-01-17 02:00:00
สระแก้ว,35.24176275605932,50.812163835289624,2026-01-17 02:00:00
หนองบัวลำภู,59.715354839429146,48.198157547649544,2026-01-17 02:00:00
อุดรธานี,66.09349852987037,54.664344860147594,2026-01-17 02:00:00
ชัยนาท,71.07880166774609,65.081487972688,2026-01-17 02:00:00
หนองคาย,56.07994428878786,62.62378777742338,2026-01-17 02:00:00
สระบุรี,57.83605998047652,59.25303697127344,2026-01-17 02:00:00
เชียงราย,16.506086878109016,22.431796848482254,2026-01-17 02:00:00
ตรัง,29.181756907588728,21.93036275195975,2026-01-17 02:00:00
อ่างทอง,58.52797435618829,65.65040358523444,2026-01-17 02:00:00
เพชรบุรี,23.839344113016526,45.107937270085785,2026-01-17 02:00:00
น่าน,46.584296242232774,36.317617023093,2026-01-17 02:00:00
ชลบุรี,32.687449211394295,51.045430646834994,2026-01-17 02:00:00
กาญจนบุรี,35.78395086168166,48.4368082282823,2026-01-17 02:00:00
สมุทรสงคราม,20.485465433642013,48.91750819052833,2026-01-17 02:00:00
จันทบุรี,27.481842930766465,44.675085907376406,2026-01-17 02:00:00
เลย,53.291104975938374,46.73597914507024,2026-01-17 02:00:00
ยะลา,27.552285448405296,20.599749256882742,2026-01-17 02:00:00
กระบี่,21.887532422801463,17.984334405536366,2026-01-17 02:00:00
สมุทรปราการ,19.66884577603188,50.513345366962064,2026-01-17 02:00:00
กาฬสินธุ์,80.98994314942445,56.73162495935079,2026-01-17 02:00:00
ภูเก็ต,16.424021251526213,20.04109247302573,2026-01-17 02:00:00
กำแพงเพชร,42.94781798041791,46.17534555028576,2026-01-17 02:00:00
สตูล,13.567902954926778,16.037315193761476,2026-01-17 02:00:00
สงขลา,12.75684020326944,17.82572480654167,2026-01-17 02:00:00
นครสวรรค์,54.986120613074725,55.10305978367244,2026-01-17 02:00:00
พิจิตร,59.2213526145935,52.402493591039324,2026-01-17 02:00:00
ลำพูน,27.481837955656363,29.934035990591074,2026-01-17 02:00:00
สกลนคร,59.402800713860834,45.55928971324381,2026-01-17 02:00:00
บุรีรัมย์,53.69486966202162,54.241265307971084,2026-01-17 02:00:00
พระนครศรีอยุธยา,44.517543198889115,61.387055749543485,2026-01-17 02:00:00
แม่ฮ่องสอน,11.59629440643138,19.927701778907128,2026-01-17 02:00:00
ลำปาง,31.66096152002917,30.918388407111365,2026-01-17 02:00:00
อำนาจเจริญ,74.42770485858593,43.55327169873525,2026-01-17 02:00:00
สระแก้ว,33.98924004413272,50.44478028674222,2026-01-17 03:00:00
สระบุรี,50.49052376267006,60.09254670961919,2026-01-17 03:00:00
ขอนแก่น,66.68633389075804,55.18874626804085,2026-01-17 03:00:00
ตรัง,33.642227896737324,21.77216476863208,2026-01-17 03:00:00
ราชบุรี,27.926500541847876,48.92354087794243,2026-01-17 03:00:00
ชัยภูมิ,52.581733704629386,51.77986857679369,2026-01-17 03:00:00
ปัตตานี,24.07422492722115,17.336997777674426,2026-01-17 03:00:00
นครนายก,34.14593413912202,45.18337789141177,2026-01-17 03:00:00
นนทบุรี,21.930736477710518,50.07496454722562,2026-01-17 03:00:00
ตราด,23.67663494276809,43.76580974463113,2026-01-17 03:00:00
สุราษฎร์ธานี,21.64146276774253,18.153674409984717,2026-01-17 03:00:00
อุบลราชธานี,60.49180217952094,50.210802109018594,2026-01-17 03:00:00
หนองบัวลำภู,55.00370525027102,49.39327589126583,2026-01-17 03:00:00
ตาก,33.218399400238305,39.12737976271598,2026-01-17 03:00:00
